access_restricted,aka.0,aka.1,aka.2,contributor.0,date,dates.0,digitized,extract_timestamp,group.0,hassegments,id,image_url.0,image_url.1,image_url.2,index,item.call_number.0,item.contributors.0,item.contributors.1,item.created_published.0,item.date,item.digital_id.0,item.format,item.genre.0,item.language.0,item.location.0,item.notes.0,item.notes.1,item.related_items.0.title,item.related_items.0.url,item.repository,item.rights,item.source_collection,item.subjects.0,item.subjects.1,item.title,language.0,location.0,location.1,location.2,mime_type.0,mime_type.1,number.0,number_former_id.0,online_format.0,original_format.0,partof.0,partof.1,partof.2,resources.0.caption,resources.0.files,resources.0.image,resources.0.paprika_resource_path,resources.0.url,resources.0.version,shelf_id,subject.0,timestamp,title,type.0,url,contributor.1,item.language,item.notes.2,item.call_number.1,contributor.2,contributor.3,item.contributors.2,item.contributors.3,item.notes.3,item.notes.4,item.call_number.2,item.other_title.0,other_title.0,item.notes.5,item.other_title.1,other_title.1,item.other_title.2,other_title.2,item.other_title.3,other_title.3,item.other_title.4,other_title.4,location.3,item.call_number.3,item.call_number.4,item.call_number.5,item.notes.6,contributor.4,item.contributors.4,item.notes.7,group.1,item.genre.1,item.medium.0,item.subjects.2,item.subjects.3,item.subjects.4,partof.3,resources.0.media_object_id,subject.1,subject.2,subject.3,subject.4,type,item.language.1,language.1,item.subjects.5,subject.5,item.location.1,item.subjects.6,location.4,item.genre.2,aka.3,resources.1.files,resources.1.url
False,http://www.loc.gov/resource/afc.afc9999005-9591/,https://hdl.loc.gov/loc.afc/afc9999005.9591,http://www.loc.gov/item/afc9999005.9591/,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:58:59.854Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9591/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9591:0649/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9591:0649/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9591:0649/full/pct:100.0/0/default.jpg#h=907&w=1485,130,AFS Number: AFS 02281 B01,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9591,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,Dear old Ireland,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9591.0,http://www.loc.gov/resource/afc9999005.9591.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9591:0649/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9591,https://www.loc.gov/resource/afc.afc9999005-9591/,2.0,AFS Number: AFS 02281 B01,card catalogs,2024-07-10T11:53:21.591Z,Dear old Ireland,still image,https://www.loc.gov/item/afc9999005.9591/,"lomax, alan",,,,,,,,,,,"First line: When in Ireland, dear old Ireland, I did dwell","First line: When in Ireland, dear old Ireland, I did dwell",,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,https://hdl.loc.gov/loc.afc/afc9999005.9592,http://www.loc.gov/resource/afc.afc9999005-9592/,http://www.loc.gov/item/afc9999005.9592/,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:58:59.854Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9592/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9592:0650/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9592:0650/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9592:0650/full/pct:100.0/0/default.jpg#h=907&w=1485,131,AFS Number: AFS 02281 B02,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9592,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,The flying cloud,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9592.0,http://www.loc.gov/resource/afc9999005.9592.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9592:0650/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9592,https://www.loc.gov/resource/afc.afc9999005-9592/,2.0,AFS Number: AFS 02281 B02 AFS Number: AFS 02288 B03,card catalogs,2024-07-10T11:53:21.591Z,The flying cloud,still image,https://www.loc.gov/item/afc9999005.9592/,"lomax, alan",,,AFS Number: AFS 02288 B03,,,,,,,,"First line: My name is Edward Hollander, as you may understand","First line: My name is Edward Hollander, as you may understand",,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/resource/afc.afc9999005-9593/,https://hdl.loc.gov/loc.afc/afc9999005.9593,http://www.loc.gov/item/afc9999005.9593/,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:58:59.854Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9593/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9593:0651/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9593:0651/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9593:0651/full/pct:100.0/0/default.jpg#h=907&w=1485,132,AFS Number: AFS 02282 A,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9593,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island",Incomplete.,"This is a digitized catalog card, not an audio recording.",Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,The Wexford girl,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9593.0,http://www.loc.gov/resource/afc9999005.9593.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9593:0651/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9593,https://www.loc.gov/resource/afc.afc9999005-9593/,2.0,AFS Number: AFS 02282 A,card catalogs,2024-07-10T11:53:21.591Z,The Wexford girl,still image,https://www.loc.gov/item/afc9999005.9593/,"lomax, alan",,Statement of responsibility: Sung by J. W. Green.,,,,,,,,,"First line: It was in the town of Wexford, where I was-a bred and born","First line: It was in the town of Wexford, where I was-a bred and born",,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/resource/afc.afc9999005-9594/,http://www.loc.gov/item/afc9999005.9594/,https://hdl.loc.gov/loc.afc/afc9999005.9594,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:58:59.854Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9594/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9594:0652/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9594:0652/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9594:0652/full/pct:100.0/0/default.jpg#h=907&w=1485,133,AFS Number: AFS 02282 B,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9594,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,The river side,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9594.0,http://www.loc.gov/resource/afc9999005.9594.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9594:0652/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9594,https://www.loc.gov/resource/afc.afc9999005-9594/,2.0,AFS Number: AFS 02282 B,card catalogs,2024-07-10T11:53:21.591Z,The river side,still image,https://www.loc.gov/item/afc9999005.9594/,"lomax, alan",,,,,,,,,,,First line: As I walked out one evening down by the river side,First line: As I walked out one evening down by the river side,,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/item/afc9999005.9595/,http://www.loc.gov/resource/afc.afc9999005-9595/,https://hdl.loc.gov/loc.afc/afc9999005.9595,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:58:59.854Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9595/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9595:0653/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9595:0653/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9595:0653/full/pct:100.0/0/default.jpg#h=907&w=1485,134,AFS Number: AFS 02283 A,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9595,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,Sally Monroe,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9595.0,http://www.loc.gov/resource/afc9999005.9595.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9595:0653/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9595,https://www.loc.gov/resource/afc.afc9999005-9595/,2.0,AFS Number: AFS 02283 A,card catalogs,2024-07-10T11:53:21.591Z,Sally Monroe,still image,https://www.loc.gov/item/afc9999005.9595/,"lomax, alan",,,,,,,,,,,First line: Come all young men and maidens and listen to my song,First line: Come all young men and maidens and listen to my song,,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/item/afc9999005.9596/,https://hdl.loc.gov/loc.afc/afc9999005.9596,http://www.loc.gov/resource/afc.afc9999005-9596/,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:58:59.854Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9596/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9596:0654/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9596:0654/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9596:0654/full/pct:100.0/0/default.jpg#h=907&w=1485,135,AFS Number: AFS 02283 B01,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Virginia",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9596,still image,card catalogs,eng,"United States of America -- Virginia -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Virginia -- St. James, Beaver Island",card catalogs,My dear Irish boy,english,beaver island,united states,virginia,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9596.0,http://www.loc.gov/resource/afc9999005.9596.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9596:0654/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9596,https://www.loc.gov/resource/afc.afc9999005-9596/,2.0,AFS Number: AFS 02283 B01,card catalogs,2024-07-10T11:53:21.591Z,My dear Irish boy,still image,https://www.loc.gov/item/afc9999005.9596/,"lomax, alan",,,,,,,,,,,,,,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/item/afc9999005.9597/,http://www.loc.gov/resource/afc.afc9999005-9597/,https://hdl.loc.gov/loc.afc/afc9999005.9597,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:58:59.854Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9597/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9597:0655/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9597:0655/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9597:0655/full/pct:100.0/0/default.jpg#h=907&w=1485,136,AFS Number: AFS 02283 B02,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9597,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,"My parents lived in Connaught, they were of high degree",english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9597.0,http://www.loc.gov/resource/afc9999005.9597.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9597:0655/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9597,https://www.loc.gov/resource/afc.afc9999005-9597/,2.0,AFS Number: AFS 02283 B02,card catalogs,2024-07-10T11:53:21.591Z,"My parents lived in Connaught, they were of high degree",still image,https://www.loc.gov/item/afc9999005.9597/,"lomax, alan",,,,,,,,,,,,,,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/item/afc9999005.9598/,https://hdl.loc.gov/loc.afc/afc9999005.9598,http://www.loc.gov/resource/afc.afc9999005-9598/,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:59:30.614Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9598/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9598:0656/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9598:0656/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9598:0656/full/pct:100.0/0/default.jpg#h=907&w=1485,137,AFS Number: AFS 02284 A,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9598,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,The gallant brigantine,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9598.0,http://www.loc.gov/resource/afc9999005.9598.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9598:0656/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9598,https://www.loc.gov/resource/afc.afc9999005-9598/,2.0,AFS Number: AFS 02284 A,card catalogs,2024-07-10T11:53:43.173Z,The gallant brigantine,still image,https://www.loc.gov/item/afc9999005.9598/,"lomax, alan",,,,,,,,,,,First line: I rode ashore last Sunday from my gallant brigantine,First line: I rode ashore last Sunday from my gallant brigantine,,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/resource/afc.afc9999005-9599/,https://hdl.loc.gov/loc.afc/afc9999005.9599,http://www.loc.gov/item/afc9999005.9599/,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:59:30.614Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9599/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9599:0657/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9599:0657/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9599:0657/full/pct:100.0/0/default.jpg#h=907&w=1485,138,AFS Number: AFS 02284 B,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9599,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,The county Tyrone,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9599.0,http://www.loc.gov/resource/afc9999005.9599.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9599:0657/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9599,https://www.loc.gov/resource/afc.afc9999005-9599/,2.0,AFS Number: AFS 02284 B,card catalogs,2024-07-10T11:53:43.173Z,The county Tyrone,still image,https://www.loc.gov/item/afc9999005.9599/,"lomax, alan",,,,,,,,,,,"First line: My parents often told me, they never could control me","First line: My parents often told me, they never could control me",,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/resource/afc.afc9999005-9600/,http://www.loc.gov/item/afc9999005.9600/,https://hdl.loc.gov/loc.afc/afc9999005.9600,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:59:30.614Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9600/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9600:0658/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9600:0658/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9600:0658/full/pct:100.0/0/default.jpg#h=907&w=1485,139,AFS Number: AFS 02285 A,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9600,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,The constant farmer's son,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9600.0,http://www.loc.gov/resource/afc9999005.9600.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9600:0658/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9600,https://www.loc.gov/resource/afc.afc9999005-9600/,2.0,AFS Number: AFS 02285 A,card catalogs,2024-07-10T11:53:43.173Z,The constant farmer's son,still image,https://www.loc.gov/item/afc9999005.9600/,"lomax, alan",,,,,,,,,,,First line: There was a rich merchant's daughter,First line: There was a rich merchant's daughter,,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/item/afc9999005.9601/,http://www.loc.gov/resource/afc.afc9999005-9601/,https://hdl.loc.gov/loc.afc/afc9999005.9601,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:59:30.614Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9601/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9601:0659/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9601:0659/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9601:0659/full/pct:100.0/0/default.jpg#h=907&w=1485,140,AFS Number: AFS 02285 B,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9601,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,The sailor boy,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9601.0,http://www.loc.gov/resource/afc9999005.9601.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9601:0659/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9601,https://www.loc.gov/resource/afc.afc9999005-9601/,2.0,AFS Number: AFS 02285 B,card catalogs,2024-07-10T11:53:43.173Z,The sailor boy,still image,https://www.loc.gov/item/afc9999005.9601/,"lomax, alan",,,,,,,,,,,"First line: Come all young men, attend I pray, to all those few lines I write","First line: Come all young men, attend I pray, to all those few lines I write",,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,http://www.loc.gov/item/afc9999005.9602/,https://hdl.loc.gov/loc.afc/afc9999005.9602,http://www.loc.gov/resource/afc.afc9999005-9602/,"green, j. w.",1938-08,1938-08,True,2024-07-10T09:59:30.614Z,paprika-afc,False,http://www.loc.gov/item/afc9999005.9602/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9602:0660/full/pct:50.0/0/default.jpg,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9602:0660/full/pct:50.0/0/default.jpg#h=453&w=742,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9602:0660/full/pct:100.0/0/default.jpg#h=907&w=1485,141,AFS Number: AFS 02286 A01,"Lomax, Alan (1915-2002) (Recordist)","Green, J. W. (Singer)","St. James, Beaver Island, Michigan",19380800,https://hdl.loc.gov/loc.afc/afc9999005.9602,still image,card catalogs,eng,"United States of America -- Michigan -- St. James, Beaver Island","This is a digitized catalog card, not an audio recording.",Statement of responsibility: Sung by J. W. Green.,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),https://lccn.loc.gov/2008700315,american folklife center,No known restrictions on use or reproduction.,Traditional Music and Spoken Word Card Catalog,"United States of America -- Michigan -- St. James, Beaver Island",card catalogs,The lament of the Irish immigrant,english,united states,beaver island,michigan,image/jpeg,image/jp2,http://www.loc.gov/resource/afc9999005.9602.0,http://www.loc.gov/resource/afc9999005.9602.0,image,"photo, print, drawing",american folklife center,alan lomax collection of michigan and wisconsin recordings,traditional music and spoken word card catalog,Card catalog image,1,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9602:0660/full/pct:50.0/0/default.jpg,/sets/afc/afc9999005-9602,https://www.loc.gov/resource/afc.afc9999005-9602/,2.0,AFS Number: AFS 02286 A01,card catalogs,2024-07-10T11:53:43.173Z,The lament of the Irish immigrant,still image,https://www.loc.gov/item/afc9999005.9602/,"lomax, alan",,,,,,,,,,,"First line: I'm sitting on the stile, Mary, where we sat side by side","First line: I'm sitting on the stile, Mary, where we sat side by side",,,,,,,,,,st. james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
