aspectRatio,autoPlay,background,derivatives,detailUrl,download,mediaObjectId,mediaType,metadata,mimetype,shortName,source_url,title,source_height,scaleFactor_levels,source_size,source_width,resource_url,resource_num,segment_num,id,info,iiif_url,other_name
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9742:0800/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9742/,0,0,http://www.loc.gov/item/afc9999005.9742/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9742:0800/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9741/0799.jp2,,907.0,6.0,67332.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9741/,0,0,http://www.loc.gov/item/afc9999005.9741/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9741:0799/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9741:0799/full/pct:100/0/default.jpg,0799.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9741:0799/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9741/,0,0,http://www.loc.gov/item/afc9999005.9741/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9741:0799/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9741:0799/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9741/,0,0,http://www.loc.gov/item/afc9999005.9741/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9741:0799/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9740/0798.jp2,,907.0,6.0,67331.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9740/,0,0,http://www.loc.gov/item/afc9999005.9740/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9740:0798/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9740:0798/full/pct:100/0/default.jpg,0798.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9740:0798/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9740/,0,0,http://www.loc.gov/item/afc9999005.9740/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9740:0798/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9740:0798/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9740/,0,0,http://www.loc.gov/item/afc9999005.9740/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9740:0798/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9739/0797.jp2,,907.0,6.0,67316.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9739/,0,0,http://www.loc.gov/item/afc9999005.9739/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9739:0797/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9739:0797/full/pct:100/0/default.jpg,0797.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9739:0797/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9739/,0,0,http://www.loc.gov/item/afc9999005.9739/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9739:0797/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9739:0797/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9739/,0,0,http://www.loc.gov/item/afc9999005.9739/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9739:0797/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9738/0796.jp2,,907.0,6.0,67351.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9738/,0,0,http://www.loc.gov/item/afc9999005.9738/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9738:0796/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9738:0796/full/pct:100/0/default.jpg,0796.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9738:0796/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9738/,0,0,http://www.loc.gov/item/afc9999005.9738/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9738:0796/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9738:0796/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9738/,0,0,http://www.loc.gov/item/afc9999005.9738/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9738:0796/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9737/0795.jp2,,907.0,6.0,67125.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9737/,0,0,http://www.loc.gov/item/afc9999005.9737/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9737:0795/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9737:0795/full/pct:100/0/default.jpg,0795.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9737:0795/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9737/,0,0,http://www.loc.gov/item/afc9999005.9737/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9737:0795/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9737:0795/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9737/,0,0,http://www.loc.gov/item/afc9999005.9737/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9737:0795/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9736/0794.jp2,,907.0,6.0,67156.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9736/,0,0,http://www.loc.gov/item/afc9999005.9736/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9736:0794/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9736:0794/full/pct:100/0/default.jpg,0794.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9736:0794/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9736/,0,0,http://www.loc.gov/item/afc9999005.9736/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9736:0794/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9736:0794/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9736/,0,0,http://www.loc.gov/item/afc9999005.9736/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9736:0794/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9735/0793.jp2,,907.0,6.0,67323.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9735/,0,0,http://www.loc.gov/item/afc9999005.9735/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9735:0793/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9735:0793/full/pct:100/0/default.jpg,0793.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9735:0793/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9735/,0,0,http://www.loc.gov/item/afc9999005.9735/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9735:0793/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9735:0793/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9735/,0,0,http://www.loc.gov/item/afc9999005.9735/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9735:0793/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9734/0792.jp2,,907.0,6.0,67265.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9734/,0,0,http://www.loc.gov/item/afc9999005.9734/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9734:0792/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9734:0792/full/pct:100/0/default.jpg,0792.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9734:0792/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9734/,0,0,http://www.loc.gov/item/afc9999005.9734/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9734:0792/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9734:0792/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9734/,0,0,http://www.loc.gov/item/afc9999005.9734/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9734:0792/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9733/0791.jp2,,907.0,6.0,67303.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9733/,0,0,http://www.loc.gov/item/afc9999005.9733/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9733:0791/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9733:0791/full/pct:100/0/default.jpg,0791.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9733:0791/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9733/,0,0,http://www.loc.gov/item/afc9999005.9733/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9733:0791/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9733:0791/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9733/,0,0,http://www.loc.gov/item/afc9999005.9733/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9733:0791/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9732/0790.jp2,,907.0,6.0,67294.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9732/,0,0,http://www.loc.gov/item/afc9999005.9732/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9732:0790/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9732:0790/full/pct:100/0/default.jpg,0790.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9732:0790/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9732/,0,0,http://www.loc.gov/item/afc9999005.9732/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9732:0790/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9732:0790/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9732/,0,0,http://www.loc.gov/item/afc9999005.9732/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9732:0790/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9731/0789.jp2,,907.0,6.0,67353.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9731/,0,0,http://www.loc.gov/item/afc9999005.9731/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9731:0789/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9731:0789/full/pct:100/0/default.jpg,0789.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9731:0789/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9731/,0,0,http://www.loc.gov/item/afc9999005.9731/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9731:0789/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9731:0789/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9731/,0,0,http://www.loc.gov/item/afc9999005.9731/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9731:0789/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9730/0788.jp2,,907.0,6.0,67328.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9730/,0,0,http://www.loc.gov/item/afc9999005.9730/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9730:0788/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9730:0788/full/pct:100/0/default.jpg,0788.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9730:0788/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9730/,0,0,http://www.loc.gov/item/afc9999005.9730/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9730:0788/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9730:0788/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9730/,0,0,http://www.loc.gov/item/afc9999005.9730/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9730:0788/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9729/0787.jp2,,907.0,6.0,67316.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9729/,0,0,http://www.loc.gov/item/afc9999005.9729/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9729:0787/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9729:0787/full/pct:100/0/default.jpg,0787.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9729:0787/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9729/,0,0,http://www.loc.gov/item/afc9999005.9729/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9729:0787/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9729:0787/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9729/,0,0,http://www.loc.gov/item/afc9999005.9729/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9729:0787/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9728/0786.jp2,,907.0,6.0,67165.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9728/,0,0,http://www.loc.gov/item/afc9999005.9728/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9728:0786/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9728:0786/full/pct:100/0/default.jpg,0786.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9728:0786/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9728/,0,0,http://www.loc.gov/item/afc9999005.9728/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9728:0786/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9728:0786/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9728/,0,0,http://www.loc.gov/item/afc9999005.9728/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9728:0786/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-9727/0785.jp2,,907.0,6.0,67343.0,1485.0,https://www.loc.gov/resource/afc.afc9999005-9727/,0,0,http://www.loc.gov/item/afc9999005.9727/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9727:0785/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9727:0785/full/pct:100/0/default.jpg,0785.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9727:0785/full/pct:100.0/0/default.jpg,,907.0,1.0,,1485.0,https://www.loc.gov/resource/afc.afc9999005-9727/,0,0,http://www.loc.gov/item/afc9999005.9727/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9727:0785/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9727:0785/full/pct:50.0/0/default.jpg,,453.0,1.0,,742.0,https://www.loc.gov/resource/afc.afc9999005-9727/,0,0,http://www.loc.gov/item/afc9999005.9727/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-9727:0785/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-33417/0445.jp2,,892.0,6.0,65566.0,1470.0,https://www.loc.gov/resource/afc.afc9999005-33417/,0,0,http://www.loc.gov/item/afc9999005.33417/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33417:0445/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33417:0445/full/pct:100/0/default.jpg,0445.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33417:0445/full/pct:100.0/0/default.jpg,,892.0,1.0,,1470.0,https://www.loc.gov/resource/afc.afc9999005-33417/,0,0,http://www.loc.gov/item/afc9999005.33417/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33417:0445/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33417:0445/full/pct:50.0/0/default.jpg,,446.0,1.0,,735.0,https://www.loc.gov/resource/afc.afc9999005-33417/,0,0,http://www.loc.gov/item/afc9999005.33417/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33417:0445/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-33770/0798.jp2,,892.0,6.0,66364.0,1488.0,https://www.loc.gov/resource/afc.afc9999005-33770/,0,0,http://www.loc.gov/item/afc9999005.33770/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33770:0798/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33770:0798/full/pct:100/0/default.jpg,0798.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33770:0798/full/pct:100.0/0/default.jpg,,892.0,1.0,,1488.0,https://www.loc.gov/resource/afc.afc9999005-33770/,0,0,http://www.loc.gov/item/afc9999005.33770/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33770:0798/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33770:0798/full/pct:50.0/0/default.jpg,,446.0,1.0,,744.0,https://www.loc.gov/resource/afc.afc9999005-33770/,0,0,http://www.loc.gov/item/afc9999005.33770/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33770:0798/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-33758/0786.jp2,,892.0,6.0,66091.0,1488.0,https://www.loc.gov/resource/afc.afc9999005-33758/,0,0,http://www.loc.gov/item/afc9999005.33758/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33758:0786/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33758:0786/full/pct:100/0/default.jpg,0786.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33758:0786/full/pct:100.0/0/default.jpg,,892.0,1.0,,1488.0,https://www.loc.gov/resource/afc.afc9999005-33758/,0,0,http://www.loc.gov/item/afc9999005.33758/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33758:0786/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33758:0786/full/pct:50.0/0/default.jpg,,446.0,1.0,,744.0,https://www.loc.gov/resource/afc.afc9999005-33758/,0,0,http://www.loc.gov/item/afc9999005.33758/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33758:0786/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-32994/0022.jp2,,892.0,6.0,66311.0,1488.0,https://www.loc.gov/resource/afc.afc9999005-32994/,0,0,http://www.loc.gov/item/afc9999005.32994/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-32994:0022/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-32994:0022/full/pct:100/0/default.jpg,0022.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-32994:0022/full/pct:100.0/0/default.jpg,,892.0,1.0,,1488.0,https://www.loc.gov/resource/afc.afc9999005-32994/,0,0,http://www.loc.gov/item/afc9999005.32994/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-32994:0022/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-32994:0022/full/pct:50.0/0/default.jpg,,446.0,1.0,,744.0,https://www.loc.gov/resource/afc.afc9999005-32994/,0,0,http://www.loc.gov/item/afc9999005.32994/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-32994:0022/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-33769/0797.jp2,,892.0,6.0,66316.0,1488.0,https://www.loc.gov/resource/afc.afc9999005-33769/,0,0,http://www.loc.gov/item/afc9999005.33769/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33769:0797/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33769:0797/full/pct:100/0/default.jpg,0797.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33769:0797/full/pct:100.0/0/default.jpg,,892.0,1.0,,1488.0,https://www.loc.gov/resource/afc.afc9999005-33769/,0,0,http://www.loc.gov/item/afc9999005.33769/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33769:0797/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33769:0797/full/pct:50.0/0/default.jpg,,446.0,1.0,,744.0,https://www.loc.gov/resource/afc.afc9999005-33769/,0,0,http://www.loc.gov/item/afc9999005.33769/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33769:0797/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-33768/0796.jp2,,892.0,6.0,66010.0,1488.0,https://www.loc.gov/resource/afc.afc9999005-33768/,0,0,http://www.loc.gov/item/afc9999005.33768/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33768:0796/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33768:0796/full/pct:100/0/default.jpg,0796.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33768:0796/full/pct:100.0/0/default.jpg,,892.0,1.0,,1488.0,https://www.loc.gov/resource/afc.afc9999005-33768/,0,0,http://www.loc.gov/item/afc9999005.33768/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33768:0796/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33768:0796/full/pct:50.0/0/default.jpg,,446.0,1.0,,744.0,https://www.loc.gov/resource/afc.afc9999005-33768/,0,0,http://www.loc.gov/item/afc9999005.33768/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33768:0796/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-33767/0795.jp2,,892.0,6.0,66325.0,1488.0,https://www.loc.gov/resource/afc.afc9999005-33767/,0,0,http://www.loc.gov/item/afc9999005.33767/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33767:0795/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33767:0795/full/pct:100/0/default.jpg,0795.jp2
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33767:0795/full/pct:100.0/0/default.jpg,,892.0,1.0,,1488.0,https://www.loc.gov/resource/afc.afc9999005-33767/,0,0,http://www.loc.gov/item/afc9999005.33767/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33767:0795/full/pct:100.0/0/default.jpg,
,,,,,,,,,image/jpeg,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33767:0795/full/pct:50.0/0/default.jpg,,446.0,1.0,,744.0,https://www.loc.gov/resource/afc.afc9999005-33767/,0,0,http://www.loc.gov/item/afc9999005.33767/,,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33767:0795/full/pct:50.0/0/default.jpg,
,,,,,,,,,image/jp2,,https://tile.loc.gov/storage-services/public/afc/afc9999005-33845/0873.jp2,,892.0,6.0,66352.0,1488.0,https://www.loc.gov/resource/afc.afc9999005-33845/,0,0,http://www.loc.gov/item/afc9999005.33845/,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33845:0873/info.json,https://tile.loc.gov/image-services/iiif/public:afc:afc9999005-33845:0873/full/pct:100/0/default.jpg,0873.jp2
