aspectRatio,autoPlay,background,derivatives,detailUrl,download,mediaObjectId,mediaType,metadata,mimetype,shortName,source_url,title,source_height,scaleFactor_levels,source_size,source_width,resource_url,resource_num,segment_num,id,info,iiif_url,other_name
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02485b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02485b.mp3,0589F4F8090805A4E0538C93F02805A4,A,"['Boogie woogie', 'Detroit, MI, November 1, 1938']",application/x-audio,Boogie woogie,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02485b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02485b/,0,0,http://www.loc.gov/item/afc1939007_afs02485b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02485b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02485b/,0,0,http://www.loc.gov/item/afc1939007_afs02485b/,,,
,,,,,,,,,application/json,,,Boogie woogie,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02485b/,0,0,http://www.loc.gov/item/afc1939007_afs02485b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02485b.wav,,,1.0,27082884.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02485b/,0,0,http://www.loc.gov/item/afc1939007_afs02485b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02485a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02485a.mp3,0589F4F2FC9701AEE0538C93F02801AE,A,"['Dirty dozen', 'Detroit, MI, November 1, 1938']",application/x-audio,Dirty dozen,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02485a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02485a/,0,0,http://www.loc.gov/item/afc1939007_afs02485a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02485a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02485a/,0,0,http://www.loc.gov/item/afc1939007_afs02485a/,,,
,,,,,,,,,application/json,,,Dirty dozen,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02485a/,0,0,http://www.loc.gov/item/afc1939007_afs02485a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02485a.wav,,,1.0,34111620.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02485a/,0,0,http://www.loc.gov/item/afc1939007_afs02485a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02484b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02484b.mp3,0589F4EDA9F606C2E0538C93F02806C2,A,"[""She's a double-crossing woman"", 'Detroit, MI, November 1, 1938']",application/x-audio,She's a double-crossing woman,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02484b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02484b/,0,0,http://www.loc.gov/item/afc1939007_afs02484b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02484b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02484b/,0,0,http://www.loc.gov/item/afc1939007_afs02484b/,,,
,,,,,,,,,application/json,,,She's a double-crossing woman,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02484b/,0,0,http://www.loc.gov/item/afc1939007_afs02484b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02484b.wav,,,1.0,40534148.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02484b/,0,0,http://www.loc.gov/item/afc1939007_afs02484b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02484a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02484a.mp3,0589F4E89F150102E0538C93F0280102,A,"['Blues', 'Detroit, MI, November 1, 1938']",application/x-audio,Blues,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02484a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02484a/,0,0,http://www.loc.gov/item/afc1939007_afs02484a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02484a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02484a/,0,0,http://www.loc.gov/item/afc1939007_afs02484a/,,,
,,,,,,,,,application/json,,,Blues,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02484a/,0,0,http://www.loc.gov/item/afc1939007_afs02484a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02484a.wav,,,1.0,46694532.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02484a/,0,0,http://www.loc.gov/item/afc1939007_afs02484a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02483b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02483b.mp3,0589F4E35E200692E0538C93F0280692,A,"['Brother Low-down and Sister Doo-dad', 'Detroit, MI, November 1, 1938']",application/x-audio,Brother Low-down and Sister Doo-dad,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02483b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02483b/,0,0,http://www.loc.gov/item/afc1939007_afs02483b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02483b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02483b/,0,0,http://www.loc.gov/item/afc1939007_afs02483b/,,,
,,,,,,,,,application/json,,,Brother Low-down and Sister Doo-dad,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02483b/,0,0,http://www.loc.gov/item/afc1939007_afs02483b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02483b.wav,,,1.0,38109316.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02483b/,0,0,http://www.loc.gov/item/afc1939007_afs02483b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02483a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02483a.mp3,0589F4DE610206FEE0538C93F02806FE,A,"['Brother Low-down and Sister Doo-dad', 'Detroit, MI, November 1, 1938']",application/x-audio,Brother Low-down and Sister Doo-dad,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02483a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02483a/,0,0,http://www.loc.gov/item/afc1939007_afs02483a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02483a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02483a/,0,0,http://www.loc.gov/item/afc1939007_afs02483a/,,,
,,,,,,,,,application/json,,,Brother Low-down and Sister Doo-dad,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02483a/,0,0,http://www.loc.gov/item/afc1939007_afs02483a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02483a.wav,,,1.0,39583876.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02483a/,0,0,http://www.loc.gov/item/afc1939007_afs02483a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02482b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02482b.mp3,0589F4D92D3A0212E0538C93F0280212,A,"['Brother Low-down and Sister Doo-dad', 'Detroit, MI, November 1, 1938']",application/x-audio,Brother Low-down and Sister Doo-dad,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02482b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02482b/,0,0,http://www.loc.gov/item/afc1939007_afs02482b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02482b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02482b/,0,0,http://www.loc.gov/item/afc1939007_afs02482b/,,,
,,,,,,,,,application/json,,,Brother Low-down and Sister Doo-dad,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02482b/,0,0,http://www.loc.gov/item/afc1939007_afs02482b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02482b.wav,,,1.0,39977092.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02482b/,0,0,http://www.loc.gov/item/afc1939007_afs02482b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02482a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02482a.mp3,0589F4D42935003CE0538C93F028003C,A,"['Highway 61 blues', 'Detroit, MI, November 1, 1938']",application/x-audio,Highway 61 blues,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02482a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02482a/,0,0,http://www.loc.gov/item/afc1939007_afs02482a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02482a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02482a/,0,0,http://www.loc.gov/item/afc1939007_afs02482a/,,,
,,,,,,,,,application/json,,,Highway 61 blues,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02482a/,0,0,http://www.loc.gov/item/afc1939007_afs02482a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02482a.wav,,,1.0,40599684.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02482a/,0,0,http://www.loc.gov/item/afc1939007_afs02482a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02481b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02481b.mp3,0589F4CD48670100E0538C93F0280100,A,"[""Oh Mary, don't you weep; Jesus is mine"", 'Detroit, MI, November 1, 1938']",application/x-audio,"Oh Mary, don't you weep; Jesus is mine",http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02481b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02481b/,0,0,http://www.loc.gov/item/afc1939007_afs02481b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02481b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02481b/,0,0,http://www.loc.gov/item/afc1939007_afs02481b/,,,
,,,,,,,,,application/json,,,"Oh Mary, don't you weep; Jesus is mine",,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02481b/,0,0,http://www.loc.gov/item/afc1939007_afs02481b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02481b.wav,,,1.0,48791684.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02481b/,0,0,http://www.loc.gov/item/afc1939007_afs02481b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02481a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02481a.mp3,0589F4C70D55041AE0538C93F028041A,A,"['I got Jesus in my mind; Jesus is mine', 'Detroit, MI, November 1, 1938']",application/x-audio,I got Jesus in my mind; Jesus is mine,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02481a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02481a/,0,0,http://www.loc.gov/item/afc1939007_afs02481a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02481a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02481a/,0,0,http://www.loc.gov/item/afc1939007_afs02481a/,,,
,,,,,,,,,application/json,,,I got Jesus in my mind; Jesus is mine,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02481a/,0,0,http://www.loc.gov/item/afc1939007_afs02481a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02481a.wav,,,1.0,46235780.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02481a/,0,0,http://www.loc.gov/item/afc1939007_afs02481a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02480b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02480b.mp3,0589F4C1DB05024EE0538C93F028024E,A,"[""Jesus comin' back again; Talk on"", 'Detroit, MI, November 1, 1938']",application/x-audio,Jesus comin' back again; Talk on,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02480b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02480b/,0,0,http://www.loc.gov/item/afc1939007_afs02480b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02480b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02480b/,0,0,http://www.loc.gov/item/afc1939007_afs02480b/,,,
,,,,,,,,,application/json,,,Jesus comin' back again; Talk on,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02480b/,0,0,http://www.loc.gov/item/afc1939007_afs02480b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02480b.wav,,,1.0,47317124.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02480b/,0,0,http://www.loc.gov/item/afc1939007_afs02480b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02480a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02480a.mp3,0589F4BCCFA601AAE0538C93F02801AA,A,"['You got to move; What more can He do?', 'Detroit, MI, November 1, 1938']",application/x-audio,You got to move; What more can He do?,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02480a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02480a/,0,0,http://www.loc.gov/item/afc1939007_afs02480a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02480a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02480a/,0,0,http://www.loc.gov/item/afc1939007_afs02480a/,,,
,,,,,,,,,application/json,,,You got to move; What more can He do?,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02480a/,0,0,http://www.loc.gov/item/afc1939007_afs02480a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02480a.wav,,,1.0,47906948.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02480a/,0,0,http://www.loc.gov/item/afc1939007_afs02480a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02479b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02479b.mp3,0589F4B79D6E0416E0538C93F0280416,A,"['John Henry', 'Detroit, MI, November 1, 1938']",application/x-audio,John Henry,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02479b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02479b/,0,0,http://www.loc.gov/item/afc1939007_afs02479b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02479b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02479b/,0,0,http://www.loc.gov/item/afc1939007_afs02479b/,,,
,,,,,,,,,application/json,,,John Henry,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02479b/,0,0,http://www.loc.gov/item/afc1939007_afs02479b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02479b.wav,,,1.0,33882244.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02479b/,0,0,http://www.loc.gov/item/afc1939007_afs02479b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02479a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02479a.mp3,0589F4B248B905BEE0538C93F02805BE,A,"['Cotton farmer blues', 'Detroit, MI, November 1, 1938']",application/x-audio,Cotton farmer blues,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02479a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02479a/,0,0,http://www.loc.gov/item/afc1939007_afs02479a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02479a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02479a/,0,0,http://www.loc.gov/item/afc1939007_afs02479a/,,,
,,,,,,,,,application/json,,,Cotton farmer blues,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02479a/,0,0,http://www.loc.gov/item/afc1939007_afs02479a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02479a.wav,,,1.0,46203012.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02479a/,0,0,http://www.loc.gov/item/afc1939007_afs02479a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02478b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02478b.mp3,0589F4AD404C068CE0538C93F028068C,A,"['God gonna fix them when he come', 'Detroit, MI, November 1, 1938']",application/x-audio,God gonna fix them when he come,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02478b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02478b/,0,0,http://www.loc.gov/item/afc1939007_afs02478b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02478b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02478b/,0,0,http://www.loc.gov/item/afc1939007_afs02478b/,,,
,,,,,,,,,application/json,,,God gonna fix them when he come,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02478b/,0,0,http://www.loc.gov/item/afc1939007_afs02478b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02478b.wav,,,1.0,46235780.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02478b/,0,0,http://www.loc.gov/item/afc1939007_afs02478b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02478a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02478a.mp3,0589F4A8216001FEE0538C93F02801FE,A,"[""This old world's in a tangle"", 'Detroit, MI, November 1, 1938']",application/x-audio,This old world's in a tangle,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02478a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02478a/,0,0,http://www.loc.gov/item/afc1939007_afs02478a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02478a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02478a/,0,0,http://www.loc.gov/item/afc1939007_afs02478a/,,,
,,,,,,,,,application/json,,,This old world's in a tangle,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02478a/,0,0,http://www.loc.gov/item/afc1939007_afs02478a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02478a.wav,,,1.0,43286660.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02478a/,0,0,http://www.loc.gov/item/afc1939007_afs02478a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02477b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02477b.mp3,0589F4A30D6505A0E0538C93F02805A0,A,"['Levee camp story', 'Detroit, Michigan, November 1, 1938']",application/x-audio,Levee camp story,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02477b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02477b/,0,0,http://www.loc.gov/item/afc1939007_afs02477b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02477b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02477b/,0,0,http://www.loc.gov/item/afc1939007_afs02477b/,,,
,,,,,,,,,application/json,,,Levee camp story,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02477b/,0,0,http://www.loc.gov/item/afc1939007_afs02477b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02477b.wav,,,1.0,55935108.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02477b/,0,0,http://www.loc.gov/item/afc1939007_afs02477b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02477a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02477a.mp3,0589F49DF82F0414E0538C93F0280414,A,"['I been down in the circle before', 'Detroit, MI, November 1, 1938']",application/x-audio,I been down in the circle before,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02477a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02477a/,0,0,http://www.loc.gov/item/afc1939007_afs02477a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02477a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02477a/,0,0,http://www.loc.gov/item/afc1939007_afs02477a/,,,
,,,,,,,,,application/json,,,I been down in the circle before,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02477a/,0,0,http://www.loc.gov/item/afc1939007_afs02477a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02477a.wav,,,1.0,55394436.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02477a/,0,0,http://www.loc.gov/item/afc1939007_afs02477a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02476a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02476a.mp3,0589F49378EC01FCE0538C93F02801FC,A,"['Joe Louis', 'Detroit, MI, November 1, 1938']",application/x-audio,Joe Louis,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02476a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02476a/,0,0,http://www.loc.gov/item/afc1939007_afs02476a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02476a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02476a/,0,0,http://www.loc.gov/item/afc1939007_afs02476a/,,,
,,,,,,,,,application/json,,,Joe Louis,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02476a/,0,0,http://www.loc.gov/item/afc1939007_afs02476a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02476a.wav,,,1.0,48414852.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02476a/,0,0,http://www.loc.gov/item/afc1939007_afs02476a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02475b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02475b.mp3,0589F48E2610068AE0538C93F028068A,A,"['Welfare blues', 'Detroit, MI, November 1, 1938']",application/x-audio,Welfare blues,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02475b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02475b/,0,0,http://www.loc.gov/item/afc1939007_afs02475b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02475b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02475b/,0,0,http://www.loc.gov/item/afc1939007_afs02475b/,,,
,,,,,,,,,application/json,,,Welfare blues,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02475b/,0,0,http://www.loc.gov/item/afc1939007_afs02475b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02475b.wav,,,1.0,42197124.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02475b/,0,0,http://www.loc.gov/item/afc1939007_afs02475b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02475a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02475a.mp3,0589F488D0D9059EE0538C93F028059E,A,"['Lily Mae blues', 'Detroit, MI, November 1, 1938']",application/x-audio,Lily Mae blues,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02475a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02475a/,0,0,http://www.loc.gov/item/afc1939007_afs02475a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02475a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02475a/,0,0,http://www.loc.gov/item/afc1939007_afs02475a/,,,
,,,,,,,,,application/json,,,Lily Mae blues,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02475a/,0,0,http://www.loc.gov/item/afc1939007_afs02475a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02475a.wav,,,1.0,47677572.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02475a/,0,0,http://www.loc.gov/item/afc1939007_afs02475a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02474b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02474b.mp3,0589F483896201A6E0538C93F02801A6,A,"['Lily Mae', 'Detroit, MI, November 1, 1938']",application/x-audio,Lily Mae,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02474b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02474b/,0,0,http://www.loc.gov/item/afc1939007_afs02474b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02474b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02474b/,0,0,http://www.loc.gov/item/afc1939007_afs02474b/,,,
